Pesel;Bool
78241342539;1
12953748432;0
34121969658;1
16261894593;0
10101222072;1
72001122120;0
01441751786;1
67087141415;0
49502767808;1
88207576094;0
27830608585;1
25006788538;0
14901166103;1
01141361069;0
54072889045;1
54208048795;0
42491808660;1
96844682100;0
58870108601;1
86185700801;0
96421546931;1
36219154946;0
51302668533;1
60356353812;0
63310433500;1
00536334130;0
11411079909;1
19110940791;0
45862534960;1
38650496452;0
39850790166;1
59631006789;0
12432838900;1
82893030214;0
47833139707;1
79337748301;0
29241091725;1
25922041917;0
61280126301;1
01611206283;0
33851861643;1
61388136354;0
98090814009;1
41980090890;0
31253015048;1
42553103810;0
79101057253;1
95072351710;0
54060735002;1
04000273565;0
36310614350;1
01316650343;0
44222683764;1
26644724823;0
91821350894;1
49188192305;0
23882245949;1
92483452298;0
12812080086;1
02088112086;0
71881512001;1
10518127108;0
82122390786;1
02183869227;0
33480908146;1
96340148038;0
47260677489;1
80672697744;0
20220671147;1
27276104120;0
99020623915;1
01922590693;0
44522503984;1
42945234850;0
27011463198;1
21118047963;0
20882281847;1
87482880212;0
20281337558;1
51583728302;0
54101891559;1
40951591518;0
46462290883;1
30682692484;0
22210856815;1
15610228582;0
56442317354;1
67435452341;0
39040416100;1
64409300110;0
97210308549;1
37148925009;0
75411256524;1
67554452112;0
81812300164;1
04381162081;0
36052756606;1
25630766065;0
76510940709;1
05701079946;0
36321020418;1
03104812236;0
53462688723;1
82834625637;0
61491534993;1
34143951969;0
31262340892;1
24193223806;0
00072530115;1
20351050701;0
02082121592;1
25280121029;0
49901552021;1
95091542120;0
95861525971;1
99165875512;0
78102365547;1
51854736207;0
37300982943;1
97320803493;0
98520845403;1
04492885305;0
23240221048;1
02148422320;0
21422699180;1
29622410198;0
29430156264;1
62960412435;0
49870937863;1
46098797338;0
52521792751;1
51225712759;0
64232059508;1
20359284605;0
03520334545;1
05343425530;0
78432442301;1
24473802341;0
21853029075;1
23529807150;0
78441061454;1
84764054114;0
02461995389;1
62905984913;0
86271586438;1
88618423657;0
69212641434;1
42243664119;0
39320608063;1
20936336080;0
39890539853;1
93599308583;0
86420960054;1
45600024968;0
95902452983;1
59380925924;0
95902452983;1
92534809259;0
11432620670;1
62101203476;0
46903002981;1
29134009806;0
30851482191;1
81490358121;0
52060997750;1
92706507950;0
19021325678;1
18657229013;0
85481766184;1
46788116458;0
60061136445;1
43651661004;0
93060906564;1
30604996650;0
42441356922;1
54241632429;0
49252156495;1
19465292545;0
73421959738;1
43593771928;0
19822299259;1
29221982599;0
54490929293;1
24939295049;0
69092504409;1
60940949025;0
23420397039;1
30409397232;0
21492465272;1
27425924621;0
68060560450;1
50008566046;0
75440216564;1
64574452016;0
17502624621;1
15462622701;0
46861820436;1
46681034286;0
66300454927;1
47509646302;0
87822017449;1
17249280874;0
28431566311;1
61343115862;0
22062618757;1
26516027287;0
18123045028;1
52800412138;0
37870668616;1
60866637781;0
28902965982;1
62995208289;0
15510899576;1
95171055896;0
51471633516;1
61135471536;0
20221003022;1
01020203222;0
87011950122;1
09211712580;0
94300192134;1
90114343920;0
69242249871;1
12724926984;0
75420157735;1
27554571730;0
69230337669;1
66930769233;0
32041980292;1
21084299302;0
29882517099;1
79882109259;0
56252162874;1
21584652726;0
38472084718;1
48081378742;0
33210301816;1
33113012860;0
90480642854;1
58846904042;0
54433053324;1
44503332543;0
74290849997;1
44899907972;0
41302704133;1
33127140034;0
55522776254;1
25277554526;0
70921812835;1
22198531078;0
29282988435;1
88425322989;0
26410136616;1
62116406613;0
11510268064;1
26160184105;0
11460438429;1
04318941246;0
16853163517;1
37686513151;0
22811041832;1
12142818023;0
20281646476;1
16462624087;0
96430870678;1
89064703687;0
30042219852;1
22940381025;0
71500149867;1
50701194687;0
27122111865;1
11561272812;0
02861304169;1
61801234906;0
20470832516;1
84102036257;0
24911348660;1
11290836464;0
50480974324;1
42487590304;0
91491434542;1
25414449391;0
47483045986;1
80844749356;0
19112778286;1
71818269271;0
39901793319;1
37039131999;0
86261532940;1
46282563019;0
57511535749;1
77514953515;0
94090565822;1
24508296509;0
04052268124;1
08240421526;0
49481513818;1
85114388491;0
24110830678;1
70126138084;0
78912667507;1
77869607215;0
89061952079;1
09106289579;0
19083057474;1
05013874974;0
54821216032;1
42130221856;0
93290106147;1
37121049096;0
38871773310;1
03711388377;0
73211842727;1
21147837227;0
97502595741;1
94509775521;0
12831230040;1
18132003204;0
39240157344;1
43572434901;0
15831224639;1
43223851691;0
15441762428;1
41421246875;0
57432716265;1
63575242176;0
20840746348;1
08803467424;0
54510221017;1
21571245100;0
87422025608;1
22204808765;0
35272480159;1
49387255021;0
87481028530;1
38872048501;0
82051695103;1
53915802106;0
58241958426;1
52495848612;0
71250665167;1
61510756267;0
25092919913;1
13592290199;0
87070618056;1
87750610806;0
22322480096;1
42082602293;0
85260849914;1
69891240548;0
72420348989;1
82479420389;0
63413155576;1
61153657543;0
78072291839;1
27071988293;0
78072291839;1
28897310729;0
08250811304;1
80182100345;0
22410600762;1
60102762240;0
98292453723;1
23925384729;0
48440427863;1
48087424643;0
85071830275;1
50718305278;0
47090438610;1
40706849310;0
31411113993;1
11193314931;0
66510535667;1
13067665655;0
93432156072;1
23532764190;0
59280538356;1
89026585335;0
64461706370;1
37044667160;0
21500350792;1
07159023502;0
85891058736;1
89508586713;0
08510160328;1
02068183015;0
34281810823;1
28388130142;0
05462853111;1
13108625145;0
52482766529;1
56247895226;0
22060719771;1
12276019077;0
40011840417;1
01141407084;0
23091414729;1
92947141320;0
49251407684;1
27640581494;0
33480885645;1
80355486483;0
67851263990;1
70399286165;0
73451929466;1
44256169973;0
51242435002;1
03514402522;0
49270241481;1
01242749481;0
52291136913;1
95132691312;0
13282777870;1
72708823717;0
38861405043;1
04103584863;0
85241487760;1
47760245818;0
50260213601;1
60001356212;0
97060262628;1
06676892220;0
42521823506;1
46223125580;0
00510219354;1
04103295150;0
55870993967;1
59738796950;0
97871154396;1
93181975746;0
30450256047;1
60540705324;0
75081640276;1
76147802605;0
76832297428;1
78276249283;0
13921768584;1
61249178583;0
92021893569;1
93250261899;0
75261051449;1
42590451761;0
96872471972;1
22978177496;0
09411268364;1
66398110424;0
36861429520;1
84566220193;0
70282883183;1
38278182830;0
66222210269;1
26260912262;0
14121921575;1
17415129152;0
18030999212;1
91990380212;0
92462836866;1
82463666829;0
86511722525;1
52851276152;0
68033056377;1
60787353036;0
52120696191;1
15696291021;0
04432505261;1
25140365420;0
04270729173;1
30229771704;0
21323054965;1
15096234523;0
86070393262;1
96238003672;0
26300831760;1
76213860300;0
42220184959;1
24982125409;0
51830180178;1
35010188718;0
73452505450;1
45545305720;0
82912282477;1
12492778282;0
19461608726;1
12791664068;0
80892233160;1
30630812829;0
27522219497;1
21949277252;0
50241049104;1
09541021404;0
00470279775;1
57797002470;0
21842069404;1
96420184204;0
48240690612;1
04801946262;0
17472022928;1
47022822179;0
76252771104;1
16507742172;0
69451619458;1
89149455661;0
70450702087;1
05707072084;0
82481574227;1
48725781224;0
72471158555;1
15525871745;0
50301303977;1
00337935170;0
59852495449;1
84454529599;0
48470587908;1
80858947470;0
47051500844;1
40514857040;0
45851444560;1
46045445185;0
89852664884;1
88456898246;0
50810480927;1
50128487900;0
22021236897;1
27219203682;0
71872321748;1
77372211848;0
28850648548;1
46858485028;0
43301777453;1
53737317404;0
70231558009;1
10725953800;0
01431722398;1
29373281401;0
19111162088;1
10861892111;0
23882951480;1
98883205421;0
99492159677;1
92499769157;0
35921357034;1
05132359743;0
96252365396;1
55392963266;0
49892096591;1
06928145999;0
17411810382;1
18473121018;0
28890793051;1
31205898790;0
42810660050;1
50806201640;0
17471607951;1
70156917174;0
32521728116;1
81257612231;0
07522954525;1
50972525542;0
74441493233;1
12343934744;0
81260246850;1
81024665280;0
67432904782;1
34742972860;0
12910493269;1
32909419126;0
02832940509;1
03294508092;0
17830830079;1
38097018073;0
94021494030;1
00149243904;0
09841400152;1
40501981042;0
52442665480;1
24256408546;0
39310334769;1
13033949736;0
01811791756;1
51961171870;0
21032629676;1
60266392271;0
00273141635;1
71201363054;0
23111555533;1
21515531533;0
07902509046;1
46290700059;0
67091313121;1
06112317913;0
61312973976;1
26771396319;0
82521416528;1
56241815822;0
04491052326;1
94162430250;0
64040866990;1
84466009906;0
12091962028;1
20286991120;0
90052504065;1
26509040055;0
93211923765;1
93261321579;0
50262350155;1
50325156502;0
46442285463;1
64462352484;0
22522866892;1
28968562222;0
35810318221;1
11102253388;0
65482249156;1
55126426489;0
80210501074;1
28100740015;0
38291779389;1
39938127789;0
22022378279;1
02297228327;0
81080651340;1
10806153804;0
33243071656;1
46015736332;0
13272453038;1
52374033218;0
89261938464;1
94623468891;0
97012743614;1
34692071147;0
74030730385;1
37083574030;0
68512189592;1
18822995165;0
17860203616;1
60617210683;0
13830241509;1
40331829150;0
44031651790;1
57610941304;0
47292669977;1
97472296697;0
73893057723;1
77372593380;0
81472831538;1
82758314831;0
00122115534;1
10510231254;0
11842085988;1
15882094881;0
35030583335;1
00338535533;0
93052407611;1
05142370961;0
71081530926;1
01175930682;0
96501085815;1
06195085581;0
18870740533;1
30875431087;0
53033160247;1
21350364307;0
30252536600;1
05326503062;0
96051381485;1
48113965850;0
78052321901;1
80290571231;0
71830893782;1
20783938178;0
60410938083;1
03880463901;0
28011969189;1
99968120811;0
49510432226;1
26912520434;0
97442291617;1
21624779914;0
77281273065;1
21753076827;0
44260154330;1
32350404146;0
95911555800;1
15950195580;0
74321945094;1
42749351049;0
66432277735;1
25727334676;0
79210136746;1
24163701796;0
17512886947;1
81684279157;0
84891671747;1
79116784748;0
48312163657;1
76132156438;0
26112921972;1
21912296127;0
39251292430;1
52392214903;0
80090879397;1
99787008309;0
66410238253;1
10634328265;0
94270784580;1
58400287947;0
38212070603;1
13023872600;0
39912076485;1
26759410839;0
55022627111;1
60712251521;0
71060206150;1
01676012050;0
50880805114;1
08410551088;0
49102732062;1
72206142930;0
44321029337;1
93323714024;0
61100373290;1
61370102309;0
56311577788;1
51715763788;0
98040111613;1
81103409161;0
75431621384;1
31436872514;0
85051626494;1
96244806551;0
69511856566;1
65696511856;0
47842305489;1
49808457324;0
00071051804;1
08051040710;0
24211100351;1
13151220140;0
84241643211;1
44182431261;0
36862578346;1
66753268834;0
77460412898;1
49787048621;0
62850369920;1
36905822609;0
89312501979;1
15729918039;0
04462608868;1
60648488620;0
70091606160;1
16000617096;0
83011800405;1
05803010481;0
16212676104;1
27120611664;0
77901963873;1
31689707739;0
58882760046;1
88408766205;0
59841566684;1
46651468859;0
65242500330;1
56054232003;0
23500379524;1
30249270553;0
96322526849;1
95296684322;0
96282463240;1
08942223646;0
07883174710;1
18073014787;0
04041221392;1
14092412302;0
07252905532;1
25705395022;0
29271991868;1
91812699287;0
95250347779;1
54927703579;0
95322397284;1
97245329328;0
57100453805;1
71500535408;0
79410338731;1
37903341817;0
21251903889;1
29025881319;0
92851593404;1
34542919580;0
02052536373;1
03032736255;0
49030290232;1
29432090032;0
48021996986;1
61299084986;0
45900530644;1
94065005443;0
67070729646;1
07727609664;0
25112320217;1
12225037211;0
83032222945;1
92320485322;0
95251000099;1
20905910509;0
26310673990;1
06210936793;0
54081413677;1
07644158731;0
44011427401;1
71114400244;0
23501708765;1
18762530750;0
68482308649;1
38648264809;0
68041641398;1
31404689186;0
54861234566;1
56664834512;0
47850832469;1
47480695823;0
83242065240;1
48205426302;0
22100463790;1
09472126300;0
65890114150;1
61980155104;0
94102423083;1
43912408320;0
27061793339;1
97273033691;0
11492008157;1
59172108401;0
26452289019;1
24825209916;0
36900427076;1
30477620609;0
57220537348;1
27354027853;0
78073008940;1
84030708079;0
33022005379;1
05922373003;0
00221532034;1
21353224000;0
73060983307;1
00389776033;0
93022489430;1
23499200483;0
96473188992;1
99932846817;0
64481711738;1
67841718134;0
23290827256;1
50832296227;0
85911427616;1
17154968621;0
45032263328;1
24362035328;0
33280742623;1
02233863427;0
77011387035;1
30717803751;0
24453059660;1
92304654056;0
10923072909;1
00072123999;0
50820930058;1
52809083050;0
00652914339;1
04963501239;0
20882996257;1
86025987922;0
83821526227;1
82573812226;0
41921568255;1
21255864195;0
28891890245;1
48802859219;0
31320116988;1
68321831109;0
84460181246;1
48081426416;0
25080723719;1
21732509708;0
58291999622;1
89929221596;0
02852424412;1
54124208224;0
79222733003;1
70273033229;0
31410429697;1
12691404973;0
54412585886;1
56824588541;0
02482771881;1
11488877220;0
53490519950;1
09419590535;0
03080770801;1
08080170307;0
74822133707;1
07372432187;0
70902612746;1
20696772104;0
56890147969;1
90697965184;0
20470183889;1
84279803081;0
51210733284;1
24718130532;0
93031927758;1
99582133770;0
90273185878;1
80587381297;0
10451345294;1
12901444553;0
71862679994;1
99642678917;0
06262942139;1
43292026691;0
94920359836;1
43395909268;0
08470767368;1
06487637807;0
82082118789;1
82188718092;0
57850557000;1
05800505577;0
18421429568;1
18642894251;0
73832762169;1
63817322769;0
90290273622;1
93022697220;0
13450621501;1
21610513045;0
19862815561;1
16895865121;0
07811959833;1
97838950131;0
17282718611;1
28678112711;0
58060445576;1
68507560445;0
50273009684;1
64320578009;0
80451469959;1
89619540945;0
91063035319;1
60939353011;0
96411886636;1
83648619616;0
89082592623;1
26288930925;0
81321404261;1
21183620414;0
98302950873;1
87033509982;0
55082469230;1
36458590220;0
18240921746;1
21281470649;0
26212379358;1
52293871362;0
92500118022;1
10020825912;0
65461610490;1
66944050161;0
75082646561;1
65086541726;0
57520549083;1
35509045728;0
51242239040;1
12253492400;0
46522832673;1
35867632422;0
28830630835;1
03638350828;0
86812752843;1
82765288341;0
75052815470;1
57805574012;0
96412951454;1
56244119954;0
52111176891;1
85611112917;0
73882679372;1
33777928682;0
33282506698;1
66382285903;0
07072624433;1
30726403427;0
05231693166;1
65166129033;0
10450480145;1
18054401054;0
94031155596;1
65014939155;0
70872650689;1
08052668779;0
60032586741;1
73165084602;0
30252999555;1
92505953295;0
43281649263;1
13696428243;0
27520421719;1
10272279154;0
71890148871;1
79148180817;0
94471273746;1
13974447672;0
93301657219;1
13059619723;0
48062214427;1
78620412244;0
67091746381;1
68737116049;0
76842071201;1
10420281677;0
92902953810;1
30915098292;0
01030910051;1
13100905100;0
96912899919;1
98291999691;0
19292389115;1
91513199228;0
41490587703;1
08104475739;0
67432913609;1
96724136390;0
63092156109;1
19215300669;0
08112510884;1
48281015180;0
23310435889;1
21383345890;0
12870122610;1
16182021072;0
63251275401;1
51250627134;0
69222198524;1
14892252629;0
47221506997;1
64579910227;0
35061256262;1
56261022536;0
33420888253;1
08423353882;0
81483087663;1
08617364883;0
44810146516;1
86506441141;0
23121323775;1
11722533237;0
58862940387;1
75430828689;0
78833068856;1
86738886053;0
03840257876;1
73045708826;0
25302945956;1
92263450955;0
97050821893;1
85009728139;0
03451671490;1
51604347109;0
76071943436;1
63914776034;0
56070480365;1
65006847053;0
63110192104;1
91030421161;0
79103184872;1
27130481879;0
67242226113;1
32422617126;0
98871925179;1
27978151998;0
64260677622;1
60642227676;0
02872280940;1
80209274208;0
19450840830;1
41054880039;0
02280946580;1
80824060925;0
15892919857;1
98118795259;0
94470543060;1
45430704069;0
79120466539;1
27940695136;0
49832469856;1
52699843864;0
31441500820;1
32001015484;0
33212498969;1
42332698199;0
95512143699;1
15359916249;0
74852178769;1
71497582876;0
78411914353;1
57331181449;0
87071343409;1
10730738944;0
32862357606;1
76632368502;0
31882899853;1
28831998538;0
56421954873;1
65281397445;0
41442606746;1
74601466424;0
58912014660;1
85106129640;0
53500479160;1
03574560901;0
01432959342;1
93249032451;0
41491347232;1
39234117424;0
82082430016;1
01282008463;0
65041806158;1
14805065816;0
12230732187;1
82771323201;0
08211964571;1
89107512416;0
27500370561;1
06700352751;0
58902958149;1
81929485095;0
39033198361;1
01368393193;0
03880757042;1
87042050387;0
93091703422;1
91372940032;0
87232328331;1
33312882732;0
71252253117;1
72512215317;0
25833066742;1
08662273345;0
83880715019;1
15071089388;0
97890559279;1
05989279957;0
21292422080;1
22228190042;0
57832894150;1
37954250188;0
59851147163;1
61581954173;0
14810991522;1
81102925194;0
35492142217;1
72512392414;0
54281313591;1
38111594532;0
40851230410;1
08241340150;0
66293050782;1
76596380022;0
48263019362;1
16364892023;0
66020487809;1
08864270096;0
45252894175;1
84945725521;0
77450349575;1
77593440755;0
81491832877;1
78171838429;0
03321294907;1
92733100429;0
53230376423;1
37233402365;0
17882839835;1
92875883318;0
06920926853;1
30269658092;0
26911008883;1
80806981231;0
26883024528;1
25328026848;0
55210339570;1
95375032510;0
54282433463;1
34833642254;0
15522533617;1
71332555621;0
67500288103;1
20618057803;0
96512309045;1
92635015049;0
57221780226;1
82577102262;0
34121559794;1
49214593715;0
20101377726;1
02161773207;0
57900621895;1
55928906701;0
50120805520;1
20155528000;0
64321168234;1
21368346412;0
70120409654;1
69500447102;0
38110217308;1
37038811120;0
14520546595;1
41592540565;0
71452019328;1
71830215492;0
48123038155;1
38415823150;0
89040895007;1
00879800594;0
96880536876;1
68069883756;0
74291001044;1
44901721400;0
80052893322;1
90232853820;0
79102837078;1
73879208701;0
33242798123;1
24832193732;0
41112671269;1
21461611729;0
46501838661;1
68051814366;0
18840215517;1
84287101155;0
02820376152;1
32128256700;0
06311814530;1
81463013150;0
89120257655;1
96502725581;0
74322360030;1
06423020337;0
18082108174;1
01814087182;0
02110805214;1
81500141202;0
11451511339;1
15159314113;0
14492406437;1
34447412069;0
64012876486;1
86266017484;0
49921684878;1
78421846989;0
91831273378;1
92881137337;0
93481636237;1
64139327836;0
04213084451;1
03484510421;0
84821077126;1
88602477112;0
93842642400;1
64248020349;0
48081514797;1
41887957014;0
33062082725;1
02307386225;0
90231560873;1
08363975012;0
80111391431;1
11390431811;0
73431657620;1
35674023176;0
17520722026;1
25702722106;0
24871505860;1
00275481568;0
42450888111;1
18411088452;0
54320962496;1
92404563296;0
23821764425;1
22174624358;0
37121309451;1
05913714312;0
86910229827;1
21876292890;0
91040242383;1
29804034132;0
04821544677;1
71684502474;0
20222337926;1
27632920232;0
98102463540;1
34204168950;0
48090762871;1
27180974068;0
11072557718;1
70271578511;0
64052968967;1
29866046975;0
53870976311;1
31613977580;0
58231189597;1
73198921585;0
47461455499;1
45914749564;0
23250324117;1
25714233120;0
16052154154;1
54151025164;0
77520740970;1
07279740570;0
25851495698;1
45825598196;0
75480403788;1
88377484500;0
07452110172;1
11002254771;0
69291890509;1
19990958206;0
18091360712;1
80611312709;0
90502641726;1
40127956062;0
92282824409;1
24098422928;0
19232316344;1
13332219644;0
41880230312;1
20218834031;0
28320276839;1
38720823692;0
84121374574;1
43145418277;0
19483055290;1
51843909205;0
67061642349;1
72619460643;0
64872416398;1
89286614374;0
28120971707;1
70910877122;0
59450444276;1
56572444940;0
04422833824;1
43440282283;0
85290763866;1
52768360986;0
85290763866;1
98625708663;0
83522959982;1
83929525928;0
35491816335;1
81139365354;0
64102976089;1
86407916290;0
64892512201;1
92521014628;0
73320124125;1
27233401152;0
33420108465;1
58040342163;0
07501127416;1
50171406271;0
16120938235;1
90832526113;0
68273168256;1
68127662385;0
14252998004;1
42209894150;0
52250208255;1
55250258202;0
34882836181;1
43361218888;0
98040510870;1
00450880179;0
13900110243;1
03123100941;0
59480511502;1
02519805145;0
54290804572;1
89205405742;0
98431632912;1
16192832493;0
04102911525;1
51522101490;0
82110158536;1
68813151520;0
81461847865;1
61784541688;0
33471383738;1
87333437318;0
29520920649;1
59022624099;0
54312386767;1
78346267315;0
08521404271;1
05220414178;0
00661247112;1
71426601012;0
25510776333;1
31355620773;0
24831640556;1
04486251356;0
61892025485;1
80456891225;0
26872168170;1
22860167178;0
29092663599;1
29259966309;0
58081647290;1
17828596004;0
72492787167;1
87726277491;0
12311130480;1
14010323811;0
58412233640;1
02538346241;0
49910855119;1
99118450591;0
25850231457;1
81532257450;0
50071266337;1
57631023067;0
55861330528;1
85036283155;0
25442015456;1
65045512244;0
81041702188;1
01174882801;0
84873170501;1
85830714170;0
03810705321;1
03537120108;0
10121929186;1
61089191221;0
05220659641;1
29640562051;0
43313095525;1
41302595353;0
35060705545;1
